index,sentence,year,label,orig_index
505,"Market sentiment toward the syndicated leveraged loan market also improved, with the average bid price increasing noticeably and bid-asked spreads narrowing a bit further.",2002,2,484
1052,"This increase was slower than a year earlier, as core PCE price inflation (which excludes changes in consumer food and energy prices) moved down to 1.",2004,0,992
790,The fundamental price of an asset typically is defined in terms of the discounted present value of the income stream or equivalent services that the asset is expected to provide over time.,2004,2,767
561,"Moreover, current data suggested little or no growth in overall expenditures on nonresidential structures.",2003,2,532
431,"In particular, I will focus on liquidity regulation and supervision as well as interactions with monetary policy tools.",2021,2,418
868,"The System Open Market Account Manager and the Secretary will keep the Committee informed of ongoing developments regarding the System's balance sheet that could affect the attainment over time of the Committee's objectives of maximum employment and price stability. """,2002,2,819
964,"We found that a surprise increase of 25 basis points in the funds rate target typically results in a decline in broad equity indexes of about 1 percent, whereas a change in the funds rate that is expected by the market has essentially no effect on stock prices.17 Our work is just one example of a number of event-study analyses that may well shed light on the effects of monetary policy and the channels of monetary policy transmission.",2003,2,935
236,That’s probably related to gas prices and also just stock prices to some extent for other people.,2016,2,231
396,"In their discussion of monetary policy for the intermeeting period, Committee members agreed that the Federal Reserve's large-scale securities purchases were providing financial stimulus that would contribute to the gradual resumption of sustainable economic growth in a context of price stability.",2021,0,380
747,Risks to the inflation projection also were seen as balanced.,2010,2,707
281,"For example, given the starting point for the outlook, the forecasts will trace out a path for the economy to preserve or reestablish maximum employment and price stability that will reflect FOMC participants' views of the relative variation in output and inflation that is possible in the short run.",2004,2,275
672,"Participants discussed several risks that, if realized, could necessitate a steeper path of increases in the target range; these risks included the possibility that inflation pressures could build unduly if output expanded well beyond its maximum sustainable level, perhaps owing to fiscal stimulus or accommodative financial market conditions.",1998,1,637
259,"However, it was noted that slower growth in productivity might have become the norm.",2006,2,250
10,"A commonly used analogy takes the U.S. economy to be an automobile, the FOMC to be the driver, and monetary policy actions to be taps on the accelerator or brake.",1997,2,10
446,"In that regard, the changes in the macroeconomic environment that underlie our monetary policy review may have some implications for financial stability.",2022,2,433
43,All members agreed that the risks to achieving the anticipated reduction in inflation remained of greatest concern.,1997,1,43
267,"However, reports from a couple of Districts indicated that the agricultural sector was still weak, with low commodity prices continuing to put financial pressure on farm-related businesses.",2000,0,258
169,"Many members of the Committee, participants, have said that they think policy should be based on the actual evolution of economic activity and inflation, which tends to be variable over time, and that’s why I say I anticipate it will be data dependent.",2012,2,164
1121,"With the boost from these factors fading, real GDP growth was projected to step down noticeably in 2023 and to be roughly equal to potential output growth in 2023 and 2024.",2007,2,1059
319,"You know, we’re, we’re—inflation measures are always going to be a bit volatile.",2014,2,312
392,"In their discussion of developments in asset markets, the participants' comments focused on two related issues: the low level of long-term interest rates and the continued run-up in home prices.",2021,1,376
560,"Monetary policy decisions are judgment calls, informed by forecasts and discussions about how the economy is likely to evolve, alternative possibilities, and potential responses to policy actions.",2021,2,542
807,"Staff Economic Outlook In the economic forecast prepared by the staff for the June FOMC meeting, real GDP growth in the second half of this year was expected to step up from its pace in the first half.",2012,1,762
302,"Well, you know, if the economy were disappointing, we—you know, our actions wouldn’t purely be based on inflation, we would also take employment into account.",2022,0,295
590,"Most projected somewhat slower growth through next year, and a smaller reduction in unemployment, than they had projected in April.",2005,0,560
1094,"While recognizing the improvement in a number of indicators of economic activity and labor market conditions since the fall, many members indicated that further improvement in the outlook for the labor market would be required before it would be appropriate to slow the pace of asset purchases.",2004,0,1034
1129,"Yields on nominal Treasury coupon securities declined over the intermeeting period while yields on inflation-indexed Treasury securities were roughly unchanged, which left inflation compensation noticeably lower.",2013,0,1067
357,"In the Committee's discussion of current and prospective economic developments, members commented that the statistical and anecdotal information that had become available since the October meeting continued to point to robust growth in overall economic activity, despite some indications of softening in interest-sensitive sectors of the economy.",1997,1,342
706,"Stimulus checks put money in people's pockets, and when they spend it, there will be upward pressure on prices.",2006,1,685
309,"In any case, however, the assessment of the adverse effects of the increase in longer-term rates on financial conditions and ultimately on economic activity would depend importantly upon the extent to which rates stabilized at current levels or instead continued to rise.",2017,2,294
987,"When interest rates increase, prices will undoubtedly adjust to some extent--in some cases simply by rising less rapidly than they would otherwise--and debt-service obligations will move up.",2007,1,958
695,"Participants' Views on Current Conditions and the Economic Outlook In conjunction with this FOMC meeting, meeting participants--the 7 members of the Board of Governors and the presidents of the 12 Federal Reserve Banks, all of whom participate in the deliberations of the FOMC--submitted their assessments of real output growth, the unemployment rate, inflation, and the target federal funds rate for each year from 2013 through 2015 and over the longer run, under each participant's judgment of appropriate monetary policy.",2012,2,660
137,"Besides influencing the near-term course of important economic variables, such as gross domestic product growth, inflation, and profits, productivity largely determines our society's long-term economic welfare.",2000,2,135
521,"January 13, 2021 Full Employment in the New Monetary Policy Framework Governor Lael Brainard At the Inaugural Mike McCracken Lecture on Full Employment Sponsored by the Canadian Association for Business Economics (via webcast) Share I want to thank the Canadian Association for Business Economics for inviting me to join you today, particularly president Bonnie Lemcke and past president Armine Yalnizyan.",2004,2,504
858,also by views about how fiscal policy might adjust to monetary policy.,2008,2,832
42,All members agreed that the FOMC statement for this meeting should again indicate that policy accommodation could be removed at a pace that was likely to be measured but that the Committee would respond to changes in economic prospects as needed to maintain price stability.,1997,1,42
1037,They continued to expect that inflation would move up toward the Committee's 2 percent objective over the medium term as the effects of these transitory factors waned and conditions in the labor market improved further.,2017,2,979
628,One of Dick Porter's many contributions was to develop a monetary approach to forecasting inflation at medium-term horizons.,2001,2,608
605,"Now suppose that, in an economy experiencing a stable deflation, the central bank leadership announces a fixed inflation target but then makes no progress toward that target during a given period.",2005,2,586
1100,"With appropriate firming in the stance of monetary policy, participants expected inflation to return to the Committee's 2 percent objective over time and the labor market to remain strong.",2020,1,1040
118,Both of these views would suggest a lower level of potential output and thus reduced scope for combating unemployment with additional monetary policy stimulus.,2011,0,115
62,"As I mentioned, once you—once you’re, broadly speaking, in the range of neutral, I think it’s appropriate to be putting aside individual estimates of that and be looking at what the incoming data are telling you about the outlook, updating your estimates of what neutral might be, of what the natural rate of unemployment might be, of the state of the economy, so—and letting that lead you to adjust your outlook and, therefore, your appropriate path for policy.",2018,2,61
109,"with a healthy job market, rising incomes, and upbeat consumer confidence, the fundamentals supporting household spending are solid.",2013,2,105
444,the prices of some key commodities had increased recently.,2016,1,425
320,"Going forward, the question is not only whether inflation will fall in the coming months,",1998,2,312
331,His conclusion is that only by far-reaching decentralization in a market system with competition and free price-fixing is it possible to make full use of knowledge and information.,2021,2,322
151,Consumer food prices were little changed in August.,2006,2,148
870,The U. S. international trade deficit declined somewhat in May after reaching a record high in April.,2010,2,821
668,Participants commented on the continued improvement in labor market conditions in recent months driven by strong demand for workers.,2003,2,633
370,"In the days immediately following the Brexit vote, asset prices were volatile, and some financial markets, particularly certain foreign exchange markets, experienced brief periods of strained liquidity.",2010,2,355
860,"The Committee's assessments will take into account a wide range of information, including readings on public health, labor market conditions, inflation pressures and inflation expectations, and financial and international developments. """,2004,2,811
611,"first, please allow me to offer a few remarks on the economic outlook, Federal Reserve monetary policy, and some of the initiatives we have announced to support the flow of credit to households and firms during these challenging times.",2020,0,591
39,"And then we’ll look to have that just running in the background and have—and have the interest rates, again, be the active tool of monetary policy.",2022,2,39
437,"In practice, the Fed operates through a committee structure and considers the recommendations of a variety of monetary rules as we make monetary policy decisions.",2005,2,424
375,"In the household sector, the rise in home mortgage debt likely slowed a bit further in the first quarter, as home-price appreciation appeared to have remained sluggish.",2009,2,360
174,Data received over the intermeeting period reinforced earlier indications that real GDP growth had turned up after having been slow in the first quarter of this year.,2016,2,168
1028,"These participants stated that, in such circumstances, a major challenge facing policymakers—especially in the presence of the effective lower bound on the federal funds rate—was to maintain a policy stance sufficiently accommodative to keep average inflation at 2 percent and thereby bolster the credibility of the Committee's new policy framework, facilitating the achievement of both maximum employment and price stability.",2007,0,970
1046,This action was taken against the backdrop of heightened concerns and uncertainty created by the recent terrorist attacks and their potentially adverse effects on asset prices and the performance of the economy.,2015,0,986
21,A majority of FOMC participants indicated that they expect core inflation to remain below our 2 percent objective and employment to fall short of its maximum level at least through the end of 2022.,2004,0,20
813,The reduced-form price equations we so often use for inflation prediction bypass direct contact with labor compensation issues.,2007,2,790
908,"Through our business contacts, we continue to hear stories about bottlenecks at almost every stage of production and distributionâ€”for example, plants that shut down because of a shortage of one or more crucial inputs; a poor cotton crop in the United States due to weather, which is driving up prices; and clogged ports and trucker shortages.",2007,1,881
708,"Stock prices and existing home sales are somewhat correlated, a not altogether unexpected result, because each is affected by interest rates and presumably the gains from each help finance the other.",2006,2,687
770,"The distortions in the markets I have reviewed do not appear all that large, given the stance of monetary policy, and should we experience much higher interest rates and softer asset prices our resilient markets and flexible economy probably could absorb such a shock.",2004,1,748
160,"Consumer sentiment was at or close to historically high levels according to recent surveys, evidently reflecting the strong uptrend in employment and income and to some extent the very large cumulative increase in stock market wealth over the course of recent years.",2014,1,156
541,Members commented that added fiscal stimulus might prove to be a useful complement to an accommodative monetary policy in the period immediately ahead when economic activity was likely to remain below the economy's potential.,2009,0,512
665,Prospects for ProductivityLet me close with some comments on the outlook for productivity.,2000,2,644
92,"As a result, consistent with the policy implication of Bill's 1970 model, the Federal Reserve (like most other central banks) today uses the overnight interbank rate as the principal operating target of monetary policy.",2004,2,91
102,"During this time of reopening, we are likely to see some upward pressure on prices, and I’ll discuss why.",2017,0,98
211,"For now, the Committee should remain particularly vigilant to incoming information bearing on the outlook for inflation.",2007,2,202
1021,"Without the oil shock, policymakers beginning from a period of low interest rates would try to keep the economy on an even growth path as they gradually raised nominal interest rates.",1999,1,989
282,"For example, households have been able with increasing ease to extract equity from their homes, and this doubtless has helped support consumer spending in recent years, complementing the traditional effects of monetary policy.",2004,2,276
950,"Under pure monetary targeting, interest rates would fluctuate with shocks in spending.",2000,2,921
992,The staff viewed the uncertainty around the forecast for economic activity as similar to its normal level over the past 20 years.,2021,2,935
342,"However, in this framework, the current period appears to be an outlier.4 That is, even after factoring in the current-cycle dynamics of strong profit growth and relatively modest investment, a good part of the rise in liquid assets remains unaccounted for--as much as one half of the total rise in cash-to-assets--according to Federal Reserve staff estimates.",2004,2,333
350,"However, we also believe now is a good time to step back and assess whether, and in what possible ways, we can refine our strategy, tools, and communication practices to achieve and maintain our goals as consistently and robustly as possible.2 With the U.S. economy operating at or close to maximum employment and price stability, now is an especially opportune time to conduct this review.",2006,2,341
699,"Some evidence exists that quantitative easing can stimulate the economy even when interest rates are near zero; see, for example, Christina Romer's (1992) discussion of the effects of increases in the money supply during the Great Depression in the United States.",2017,0,678
223,"So, as you know, the ultimate focus that we have is on the real economy: maximum employment and price stability.",2019,2,218
58,"And, you know, we do want inflation to run moderately above 2 percent.",2011,0,57
899,"The explanations included a decline in inflation risk premiums, possibly reflecting a lower perceived probability of higher inflation outcomes",2009,2,849
554,"More broadly, signs of a pickup in growth in economic activity in some AFEs and emerging Asian economies other than China also appeared to contribute to the improvement in sentiment in financial markets.",2018,2,525
188,Same thing with economic activity.,2012,2,183
298,"Well, if the economy worsens and inflation remains relatively low, then we wouldn’t begin to exit, and, therefore, we wouldn’t change the language.",2020,0,291
710,inflation was projected to pick up gradually in association with a partial reversal of the decline in energy prices this year.,1996,2,675
725,"That is, monetary policy responds to changes in fiscal policy in much the same way that it responds to other influences on the economy, such as equity prices, exchange rates, or the demand for U.S. exports due to changed growth prospects abroad.",2007,2,703
185,"Central banks generally appear to have embraced a common model of the channels through which monetary policy functions, although the specifics and emphasis given to those channels vary according to our particular circumstances.",1997,2,183
125,I would further say that I think it’s important to emphasize that we’re not going to mechanically take the interest rate projections that participants provide and just build policy off of that.,2016,2,120
574,"Moreover, the variance of GDP growth markedly lessened as inflation tumbled from its double-digit high in the early 1980s.",2006,2,556
857,The Committee would be prepared to adjust the stance of monetary policy as appropriate if risks emerge that could impede the attainment of the Committee's goals.,1998,2,808
144,"In terms of the, you know, inflation, a couple things—your second question.",2013,2,139
635,"On the more positive side, there were no signs that the pace of productivity gains was currently leveling out and no evidence of rising longer-term inflation expectations.",2001,2,602
334,"How the forces of demand, potential supply, and expectations interact has probably not been changed in any fundamental way by the recent trend of globalization.",2007,2,325
636,"On the one hand, an inverted yield curve could indicate an increased risk of recession; on the other hand, the low level of term premiums in recent years--reflecting, in part, central bank asset purchases--could temper the reliability of the slope of the yield curve as an indicator of future economic activity.",2001,0,603
458,"It was possible, though, that investors' uncertainty regarding inflation prospects, not just inflation expectations themselves, had risen.",2021,1,437
241,"How long the favorable factors that continued to stimulate substantial growth in consumer expenditures would persist was uncertain, notably with regard to the outlook for stock market prices and their effects on consumer resources and willingness to spend.",1996,2,232
505,"It also requires that policy tighten or ease systematically to bring aggregate demand in line with the economy's productive potential, not only because output stabilization is a policy objective in its own right",2020,1,488
923,"The longer-run projections represent each participant's assessment of the rate to which each variable would be expected to converge, over time, under appropriate monetary policy and in the absence of further shocks to the economy.",2010,2,873
309,Funding of our current account deficit likely will become more difficult when home bias approaches its practical minimum.,2021,1,301
540,"Members cited greater, albeit still occasional, indications of heightened worker demands in labor negotiations that likely were encouraged in part by ample job opportunities.",2009,1,511
172,But what does this mean for monetary policy?,2004,2,170
542,Members commented that the continued strong increases in energy and other commodity prices would prompt a difficult adjustment process involving both lower growth and higher rates of inflation in the near term.,2009,2,513
962,"The risks to the forecast for real GDP growth and inflation were seen as tilted to the downside, reflecting recent financial developments and concerns about the foreign economic outlook, as well as the staff's assessment that neither monetary policy nor fiscal policy appeared well positioned to help the economy withstand adverse shocks.",2019,0,909
274,Wage inflation has been running at 2 percent.,2021,2,268
479,"Looking ahead, however, members reiterated earlier concerns that aggregate demand could continue to grow faster than potential aggregate supply, even under optimistic assumptions regarding future productivity gains.",2019,1,458
192,"So I think, through all of those channels, monetary policy works.",2020,2,187
107,"For example, the unemployment rate has risen by 0.3 percentage points since March, and new claims for unemployment insurance have moved somewhat higher.",2021,0,103
399,"In addition to u* and r*, an important input into any monetary policy assessment is the state of inflation expectations.",2021,2,387
664,"Participants also noted that unemployment insurance claims continued to run at a historically elevated level, but the proportion of laid-off workers who expected to be recalled was unusually large.",2003,0,630
716,"Projections of the rate of inflation, as measured by the consumer price index, had a central tendency of 1-3/4 to 2-1/4 percent, on the high side of the outcome for 1997 when the rise in the index was held down by damped increases in food prices and declines in energy prices.",2005,2,680
862,"The December employment report showed that job growth had slowed appreciably, and other indicators also pointed to emerging weakness in the labor market in the intermeeting period.",2004,0,813
46,"we have continued to analyze the effects of changes in interest rates, for example, on decisions like investment or car purchases.",2022,2,46
940,The nominal deficit on U. S. trade in goods and services widened substantially in the second quarter.,2016,1,888
645,"One participant remarked that, with inflation having run consistently below 2 percent in recent years and market-based measures of inflation compensation still low, postponing an increase in the target range for the federal funds rate would help push inflation expectations up to levels consistent with the Committee's objective.",1999,0,612
929,"To reduce that uncertainty, we often use the unemployment gap rather than the output gap in these rules.19 We also need to pick values for the coefficients a and b, whether they are the values John Taylor posited in his seminal 1993 article or other values from the vast literature that has come since.20 There are still other choices to make.",2003,2,901
429,"In part, the high inflation reflects supply chain disruptions associated with the economic effects of the pandemic and efforts made to contain it.",2006,1,416
1126,"With underlying inflation expected to be relatively low, the Committee believes that policy accommodation can be removed at a pace that is likely to be measured.",2003,1,1064
349,"However, the volatility of these and other commodity prices is such that possible future increases in these prices remain a risk to the inflation outlook.",2006,1,340
235,"That’s not going to happen without, without restoring price stability.",2016,1,230
592,"Nevertheless, the path of inflation is the biggest risk to my outlook.",1999,1,573
4,"Again, while I do not shirk the responsibility of the Fed having to do what it can to meet its mandate, obviously, a broad range of policies can affect growth and employment, and I hope that there will be a range of actions that will complement and supplement the Federal Reserve’s efforts.",2019,2,4
182,Developments in foreign trade were moderating demands on domestic resources,2016,0,175
749,Risks to the inflation projection also were seen as balanced.,2010,2,709
454,It was also noted that the weakness in homebuilding along with the continued rise in house prices suggested that supply constraints were also weighing on construction activity.,2020,1,433
165,But that forecast for growth and uncertainty about the resolution of supply constraints mean that there are upside risks to inflation next year.,1997,1,163
704,Participants' forecasts for economic growth for 2012 and 2013 were largely unchanged from their January projections and continued to indicate expectations that the recovery will strengthen somewhat over time.,1999,2,669
1055,"Those factors included the increasing spread of the coronavirus in the United States since mid-June; the reactions of many states and localities in slowing or scaling back the reopening of their economies, especially for businesses, such as restaurants and bars, providing services that entail personal interactions; and some high-frequency indicators that pointed to a deceleration in economic activity.",2000,0,995
845,"There are a variety of versions of this basic approach, depending on measures of utilization and inflation rates and depending on whether the adjustment is made in response to past and current movements in utilization and inflation rates or in response to forecasts of these variables.",2004,2,820
315,"In contrast to price inflation, labor costs appeared to have remained quiescent.",2018,2,300
988,"When long-term rates rise in response to a cyclical strengthening, it reflects, in large part, the expectation of higher short-term interest rates.",1999,2,959
256,"First, the expansion of trade may cause domestic inflation to depend to a greater extent on the prices of imported goods--not only because imported goods enter the consumer basket or (in the case of imported intermediate goods) affect the costs of domestic production, but because competition with imports affects the pricing power of domestic producers.",2001,2,251
858,The Committee's accompanying statement indicated that economic growth had been quite strong so far this year.,1998,1,809
317,"You know, monetary policy is a forward-looking exercise, and I’m going to—I’m just going to stick with that.",2014,2,310
318,"In contrast, Spanish economic activity stagnated in the third quarter, Greek GDP extended its decline, and more-recent indicators point to continued weakness in peripheral European economies.",2018,2,303
747,"The GDP (in real terms, after inflation) has been growing continuously for eight years and this long expansion, instead of petering out, has accelerated in the last couple of years.",2020,1,725
893,"This outcome would be entirely consistent with the new framework the Federal Reserve unanimously adopted in August 2020 and began to implement at our September 2020 Federal Open Market Committee (FOMC) meeting.2 Recent FOMC Decisions and the New Monetary Policy Framework At FOMC meetings convened since the new framework was announced last August, the Committee made important changes to our policy statement that upgraded our forward guidance about the future path of the federal funds rate and asset purchases to bring it in line with our new framework.",2006,2,866
185,Our tools work on demand.,2012,2,180
506,"Market-based measures of inflation compensation continued to indicate expectations that inflation would decline notably in coming quarters, and measures of medium-term inflation compensation fell over the intermeeting period.",2020,2,485
1030,"These policy moves would therefore prevent the far greater economic pain associated with entrenched high inflation, including the even tighter policy and more severe restraint on economic activity that would then be needed to restore price stability.",2007,1,972
585,"My colleagues and I are acutely aware that high inflation imposes significant hardship, especially on those least able to meet the higher costs of essentials like food, housing, and transportation.",2013,1,567
352,"However, we now know that an unexpected and unrecognized slowdown in productivity growth occurred in 1973.",2003,1,343
100,"As keen observers of local economies, the directors here and elsewhere contribute vitally to the formulation of monetary policy by offering important insights absent, by definition, from even the most careful analysis of aggregate data.",2022,2,99
441,"In short, rising commodity prices are a better signal of strengthening economic activity than of inflation at the consumer level.",2021,1,428
633,"Operationally, maintaining price stability requires abiding by the Taylor principle of raising nominal interest rates more than one for one in response to movements in inflation, especially those movements perceived as persistent.",2001,2,612
631,"On balance, in light of the uncertainties in the outlook and given that a variety of special factors would continue to contain inflation for a time, the Committee could await further developments bearing on the strength of inflationary pressures without incurring a significant risk that disruptive policy actions would be needed later in response to an upturn in inflation and inflation expectations.",2005,2,598
89,"But to the extent that continues to be the case, that should make it easier to restore price stability.",2014,1,86
205,"Countries differ in this regard, both in formal mandate and in actual practice.12 As an extensive academic literature shows, however, the general approach of inflation targeting is fully consistent with any set of relative social weights on inflation and unemployment",2020,2,203
3,"A couple of participants noted that uncertainties concerning both the level of, and the source of shifts in, potential output made it difficult to base decisions about monetary policy on real-time measures of the output gap.",2011,2,3
481,"Looking ahead, some growth in overall consumer spending appeared likely in association with the now more firmly entrenched economic expansion.",2004,1,460
178,"Of course, we can’t do anything about long-run employment opportunities, but we can help the economy recover more quickly.",2021,0,173
1045,"They remarked that a stronger dollar, weaker demand, and lower oil prices were factors likely to put downward pressure on inflation in the period ahead and observed that this meant that the return of inflation to the Committee's 2 percent longer-run objective would likely be further delayed.",2015,0,985
95,"As a result, recent high inflation readings are transitory and not broad based.",2004,1,94
284,"We have a 2 percent symmetric inflation objective, and, for a number of years now, inflation has been running under 2 percent.",2015,0,278
1013,"With respect to inflation, the netting of the crosscurrents suggests a modest increase in inflation in 1998, albeit from a steadily downward-revised and very low rate in 1997.",2005,1,981
75,"And, in my judgment, we may have to rely more on measures other than apparent excess demand to get reliable indications of pending changes in inflationary pressures.",2000,2,74
231,Estimates by the staff of the Federal Reserve indicate that about 40 percent of the growth in outstanding home mortgage debt during the past five years originated as financing the extraction of home equity.,1997,1,227
11,A few observed that the combination of recent labor market improvements and continued softness in inflation had led them to lower their estimates of the longer-run normal rate of unemployment.,1996,2,11
839,"The Committee also reiterated that it would continue its asset purchases, and employ its other policy tools as appropriate, until the outlook for the labor market has improved substantially in a context of price stability.",2013,0,790
317,"In contrast, M3 growth slowed considerably in April after a robust March advance.",2018,2,302
667,several expected that declines in the foreign exchange value of the dollar in recent months would also likely help return inflation to 2 percent over the medium term.,2003,1,632
560,"Moreover, broad equity price indexes had declined and borrowing costs for nonfinancial firms had increased, including a recent rise in corporate bond yields across most risk categories.",2003,1,531
132,"that is, the Federal Reserve seeks to promote the two coequal objectives of maximum employment and price stability.",2007,2,131
119,"I mean, it really depends on how long it takes for wages and, more than that, prices to come down for inflation to come down.",2019,1,114
364,"In the absence of such shocks, and assuming appropriate monetary policy, participants' economic projections generally showed growth picking up to a moderate pace and the unemployment rate declining somewhat next year.",2022,1,349
974,The staff also reported that in the leveraged loan market risk spreads had narrowed and nonprice terms had loosened further.,2000,1,919
974,We should first recognize that the form of the U.S. government is different than that of most inflation-targeting countries.,2003,2,945
170,largely as a consequence of further increases in nominal labor compensation gains that would not be fully offset by growth in productivity.,2000,0,164
250,"The entire Committee is committed to achieving our 2 percent inflation objective over the December 16, 2015 medium term, just as we want to make sure that inflation doesn’t persist at levels above our Chair Yellen’s Press Conference FINAL 2 percent objective.",2021,0,245
130,"If we think that the potential growth rate of the economy is somewhere between, somewhere around 1.75 percent, 2.8 percent is strong economic growth.",2021,0,125
135,"By the same token, the rate of price inflation was lower than had been reported, consistent with the findings of a number of studies of distortions in published price data.",2022,2,132
412,"In these circumstances, the Committee believed that some further measured policy firming was likely to be needed to keep the risks to the attainment of both sustainable economic growth and price stability roughly in balance.",2010,1,396
943,The pace of job gains slowed and the unemployment rate held steady.,2013,2,891
72,"But I do think that—and I do think also that unemployment insurance benefits will run out in September, so to the extent that’s a factor, which is not clear, it will no longer be a factor fairly soon.",2011,2,71
54,"And, as I think all of us—having that expectation and that if the economy continued to progress along the lines that we expected and we continued to see the risks as balanced—do regard it as appropriate to gradually remove accommodation that’s in place by having several interest rate increases this year.",2015,1,53
577,"Moreover, we should recognize that these disinflationary effects could dissipate or even be reversed in coming years.",2021,0,559
559,"Monetary policy clearly can do little about the first-round effects of a permanent rise in energy prices, which include both its direct impact on the energy component of overall consumer prices and the pass-through of higher energy costs into prices of non-energy goods and services.",2021,1,541
424,"In my baseline view, while I do believe it will likely take some time for economic activity and the labor market to fully recover from the pandemic shock, I do project right now that the economy will begin to grow and that the unemployment rate will begin to decline starting in the second half of this year.",1999,0,411
910,The gains in employment over July and August were generally seen as larger than anticipated.,2000,1,860
1019,"With underlying inflation running below 2 percent for many years and COVID contributing to a further decline, it is important that monetary policy support inflation expectations that are consistent with inflation centered on 2 percent over time.",2022,0,987
105,"Finally, I would like to note that the Committee strives to explain its monetary policy decisions as clearly as possible, and we continue to explore ways of enhancing the clarity of our public communications.",2021,2,101
165,"Core consumer inflation had moved lower,",2000,0,160
421,"In fact, the Federal Reserveâ€™s upcoming Community Affairs Research Conference will feature several papers that explore these issues.5 Homeownership The important issue of loan pricing aside, expanded access to mortgage credit has helped fuel substantial growth in homeownership.",1999,2,408
134,"By contrast, economic activity in China and other developing countries showed greater buoyancy.",2022,2,131
691,Participants pointed to potential interactions between financial stresses and the housing market contraction as the primary source of continuing downside risks to growth.,1997,0,656
138,"In coming months, as those earlier declines drop out of the calculation, inflation should move up closer to 2 percent and stabilize around that level over the medium term.",2022,2,133
620,"Nonetheless, with rising productivity and moderate wage gains likely continuing to help hold down unit labor costs, the outlook for subdued inflation remained promising, especially for the nearer term.",1996,0,588
82,Answering this question is central to our outlook for both of our dual-mandate goals of maximum employment and price stability.,2022,1,81
579,"Mortgage rates, corporate bond rates, and other yields and asset prices moved in sympathy, with important effects on the cost of borrowing and hence, presumably, on aggregate demand.",2021,2,561
763,"Several participants noted that the unseasonably warm weather of recent months added one more element of uncertainty to the interpretation of incoming data, and that this factor might account for a portion of the recent improvement in indicators of employment and housing.",2017,2,722
797,"Some participants suggested that shifts of funds from abroad into U. S. Treasury securities may have put downward pressure on term premiums; the shifts, in turn, may have reflected in part a reaction to declines in foreign sovereign yields in response to actual and anticipated monetary policy actions abroad.",2009,2,754
63,"As a further step in enhancing the clarity of our communications, the Committee recently decided to begin publishing information about participants’ assessments of appropriate monetary policy—that is, the path of policy that each participant judges as most likely to foster mandate-consistent outcomes for employment and inflation if the economy evolves as expected.",2018,2,62
579,"Mortgage credit conditions generally remained tight over the intermeeting period, though signs of easing continued to emerge amid further gains in house prices.",2002,2,549
323,"Here in the United States, my colleague Governor Mike Kelley has stated that we are likely to see some disruptions to economic activity because of Year 2000 problems but the effects are likely to be temporary and quickly reversed.",1999,2,314
281,"We expect the economy will continue to perform well, with the job market strengthening further and inflation rising to 2 percent over the next couple of years.",2015,2,275
22,"And it is not—it’s not exactly the same as watching global growth, where you see growth weakening, you see central banks and governments responding with fiscal policy, and you see growth strengthening, and you see a business cycle.",2020,0,22
217,"Future policy adjustments would depend on the evolution of the outlook for both inflation and economic growth, as implied by incoming information.",2016,2,208
6,A couple of participants remarked that the very low levels of inventories would likely be a factor supporting increases in production as demand continued to recover.,2019,2,6
209,So the term “trend inflation”—usually there are a variety of statistical techniques that can be used to extract a trend from a series.,2013,2,204
158,It was the year of synchronized global growth.,2021,2,153
1097,"While there were no current indications that inflation might be accelerating and no policy move was called for at this time, the members saw a need for continuing vigilance.",2006,2,1037
674,"Recently, however, incoming information has suggested that the baseline outlook for real activity in 2008 has worsened and the downside risks to growth have become more pronounced.",2004,0,653
119,"August 26, 2022 Monetary Policy and Price Stability Chair Jerome H. Powell At â€œReassessing Constraints on the Economy and Policy,â€ an economic policy symposium sponsored by the Federal Reserve Bank of Kansas City, Jackson Hole, Wyoming Share Watch Live Thank you for the opportunity to speak here today.",2022,2,118
88,But there’s also a role for monetary policy.,2014,2,85
484,"Looking beyond the near term, the members anticipated that as the prevailing uncertainties began to diminish, the economy's resiliency abetted by broadly accommodative monetary and fiscal polices and the continuation of a strong uptrend in productivity would underpin a gradual economic recovery.",2004,0,463
682,"Returns on indexed bonds are tied to forecasts of specific published price indexes, which may or may not reflect the market's judgment of the future purchasing power of money.",2020,2,661
738,The FOMC's primary monetary policy tool is its target range for the federal funds rate.,2003,2,716
87,"As a result, most market interest rates rose somewhat in the period after the November 16 meeting.",2013,1,85
976,"Were we to introduce an interest rate rule, how would we judge the meaning of a rule that posits a rate far above or below the current rate?",2003,2,947
270,"For all these conceptual uncertainties and measurement problems, a specific numerical inflation target would represent an unhelpful and false precision.",2000,2,265
828,"The stock market soared, and--remarkably enough--core inflation moderated.",2001,2,805
573,"Moreover, the resulting robust gains in labor productivity have been well ahead of compensation growth and have dramatically boosted corporate profits.",2006,0,555
1120,"With the boost from these factors fading, real GDP growth was projected to step down noticeably in 2023 and to be roughly equal to potential output growth in 2023 and 2024.",2007,0,1058
768,Several participants reported feedback from business contacts who were delaying hiring until the economic and regulatory outlook became more certain and who indicated that they expected to meet any near-term increase in the demand for their products without boosting employment,2014,2,726
787,The first lesson is that central banks can and should take responsibility for delivering low and stable inflation.,2004,2,764
854,The Committee will regularly review the size and composition of its securities holdings in light of incoming information and is prepared to adjust those holdings as needed to best foster maximum employment and price stability.,1998,0,805
512,Market-based measures of inflation compensation remain low,2020,0,489
977,What I do want to share with you is how the equity market fits into my thinking about monetary policy.,2000,2,948
